id,title,original_title,production_countries,overview,tagline,release_date,original_language,genres,runtime,budget,revenue,cast,vote_average,director,keywords
989937,The Seven Deadly Sins: El rencor de Edimburgo - Parte 1,七つの大罪 怨嗟のエジンバラ 前編,"['Japan', 'South Korea']","Cuando fuerzas siiestras amenazan su reino, un joven principe emprende un peligroso viaje para salvar a sus seres queridos y descubrir sus poderes. Primera parte de las películas secuela de la serie anime ""The Seven Deadly Sins"", tras los eventos sucedidos en ""The Seven Deadly Sins: Dragon's Judgement"", centrada en el hijo de Meliodas, Tristan.",,2022-12-20,ja,"Animación, Fantasía, Aventura, Acción",52,0,0,"['Ayumu Murase', 'Sora Amamiya', 'Yohei Azakami']",7.783,Bob Shirohata,"['magic', 'based on manga', 'demon', 'anime', '3d animation', 'original net animation (ona)']"
518896,La guerra del futuro,明日戰記,"['China', 'Hong Kong']","Tras la caída de un meteorito que alberga una planta destructiva, un escuadrón suicida trabaja contra reloj para salvar su ciudad posapocalíptica del colapso total.",,2022-08-05,zh,"Drama, Acción, Ciencia ficción",101,0,100730000,"['Louis Koo', 'Sean Lau', 'Carina Lau']",7.0,Ng Yuen-Fai,"['alien life-form', 'meteorite']"
830788,La invitación,The Invitation,['United States of America'],Una joven es cortejada y deslumbrada solo para descubrir que una conspiración gótica está en marcha.,Estás cordialmente invitado a una pesadilla en ciernes.,2022-08-24,en,"Terror, Suspense",105,10000000,33628000,"['Nathalie Emmanuel', 'Thomas Doherty', 'Sean Pertwee']",6.0,Jessica M. Thompson,"['suicide', 'countryside', 'vampire', 'marriage', 'mansion', 'caterer', 'drinking blood', 'ceramics', 'dracula']"
682075,Las aventuras de A.R.I.: Mi amigo robot,The Adventure of A.R.I.: My Robot Friend,['United States of America'],Un adolescente se arma de valor para ayudar a un simpático robot conocido como A.R.I. secuestrado por un despiadado director de laboratorio que trabaja para una poderosa corporación que pretende convertirlo en una peligrosa arma para dominar el mundo.,,2022-01-13,en,"Familia, Ciencia ficción",89,0,0,"['Greg Lutz', 'J.R. Brown', 'Sophia Alongi']",6.7,Stephen Shimek,[]
588108,La batalla del dragón,한산: 용의 출현,['South Korea'],"Precuela de 'Roaring Currents' centrada en la batalla de Hansando, la cual, en el marco de la invasiones japonesas a Corea, enfrentó el 14 de agosto de 1592 a la flota japonesa al mando del almirante Wakizaka Yasuharu y a la flota coreana al mando del almirante Yi Sun Sin.",,2022-07-27,ko,"Bélica, Acción, Drama, Historia",130,0,57490985,"['Park Hae-il', 'Byun Yo-han', 'Ahn Sung-ki']",6.5,Kim Han-min,"['navy', 'battleship', 'naval warfare', 'japanese invasion of korea', 'korean navy', 'joseon dynasty (1392–1910)', 'yi sun-sin', 'imjin war']"
541134,El ángel de la muerte,The Good Nurse,['United States of America'],"Sobrecargada de trabajo, una enfermera de la UCI se apoya en su nuevo y servicial compañero. Hasta que la muerte de una paciente empieza a hacerle sospechar de él.",Basada en una increible historia real,2022-10-19,en,"Drama, Crimen, Misterio",121,0,0,"['Jessica Chastain', 'Eddie Redmayne', 'Nnamdi Asomugha']",6.9,Tobias Lindholm,"['friendship', 'new jersey', 'insulin', 'based on novel or book', 'nurse', 'detective', 'investigation', 'heart disease', 'based on true story', 'murder', 'serial killer', 'hospital', 'criminal', 'true crime', 'mother daughter relationship', '2000s']"
980083,Top Gunner: Danger Zone,Top Gunner: Danger Zone,['United States of America'],,,2022-05-20,en,"Acción, Suspense",86,0,0,"['Michael Paré', 'Jack Pearson', 'Alex Herrald']",5.9,Glenn Miller,"['blasphemy', 'terrorist bombing', 'bomb threat', 'fighter pilots', 'action']"
829799,Un paraíso peligroso,Paradise City,"['Canada', 'United States of America']",Ryan Swan debe abrirse camino a través del mundo del crimen hawaiano para vengarse del capo que asesinó a su padre.,,2022-11-11,en,"Acción, Crimen, Suspense",93,20000000,0,"['John Travolta', 'Bruce Willis', 'Blake Jenner']",5.519,Chuck Russell,"['drug cartel', 'illegal mining']"
800937,Vuelta al insti,Senior Year,['United States of America'],Una mujer de treinta y siete años se despierta de un coma de veinte años y regresa a la escuela secundaria donde una vez fue una popular animadora.,La escuela secundaria ha cambiado. Pero ella no lo ha hecho.,2022-05-11,en,Comedia,113,0,0,"['Rebel Wilson', 'Sam Richardson', 'Zoë Chao']",5.9,Alex Hardcastle,"['high school', 'coma', 'cheerleader', 'prom', 'school', 'duringcreditsstinger', '1990s', 'time jump']"
366672,Un héroe samurai: La leyenda de Hank,Paws of Fury: The Legend of Hank,"['Canada', 'China', 'United Kingdom', 'United States of America']","Una comedia animada llena de acción para toda la familia inspirada en el clásico atemporal de Mel Brooks 'Blazing Saddles'. Hank, un perro encantador con la cabeza llena de sueños sobre convertirse en samurái, parte en busca de su destino.",Toda historia necesita un héroe,2022-07-14,en,"Animación, Aventura, Comedia, Familia",94,45000000,42500000,"['Michael Cera', 'Samuel L. Jackson', 'Ricky Gervais']",6.6,Rob Minkoff,"['japan', 'samurai', 'remake', 'racism', 'cartoon cat', 'tyrant', 'sumo', 'cartoon dog', 'aftercreditsstinger', 'duringcreditsstinger', 'fury', 'good versus evil', 'hilarious', 'ridiculous']"
765172,El ascenso de las Tortugas Ninja: La película,Rise of the Teenage Mutant Ninja Turtles: The Movie,['United States of America'],"Las Tortugas Ninja mutantes adolescentes hacen frente a su mayor desafío cuando un extraño llega del futuro con un aviso urgente. Leonardo se ve obligado a levantarse y guiar a sus hermanos, Rafael, Donatelo y Miguel Angel en una lucha para salvar al mundo de los ""Krang"", una terrorífica especie alienígena.",,2022-08-04,en,"Animación, Acción, Ciencia ficción",86,0,0,"['Ben Schwartz', 'Omar Benson Miller', 'Brandon Mychal Smith']",7.2,Andy Suriano,"['superhero', 'mutant', 'time travel', 'turtle', 'ninja', 'superhero team', 'teen superhero', 'based on tv series']"
913544,वेड,वेड,['India'],,,2022-12-30,mr,"Drama, Romance",148,0,0,"['Ritesh Deshmukh', ""Genelia D'Souza"", 'Jiya Shankar']",7.2,Ritesh Deshmukh,[]
758330,"Buena suerte, Leo Grande","Good Luck to You, Leo Grande",['United Kingdom'],Nancy Stokes es una mujer jubilada y viuda que decide cambiar su vida para darle un poco de color. Ya supera los 60 años y está dispuesta a disfrutar de su sexualidad de manera plena. Para ello recurre a los servicios de un trabajador sexual llamado Leo Grande. Junto a él intentará experimentar una noche de placer y autodescubrimiento.,Nunca es demasiado tarde para probar algo nuevo.,2022-06-16,en,"Romance, Drama",97,0,7589829,"['Emma Thompson', 'Daryl McCormack', 'Isabella Laughland']",6.962,Sophie Hyde,"['hotel room', 'widow', 'sexual repression', 'sexual desire', 'older woman younger man relationship', 'sexual awakening', 'woman director', 'sex worker', 'sexual encounter', 'nervousness', 'self image', 'sex', 'adventure', 'retired teacher']"
605153,Major,మేజర్,['India'],"Esta película biográfica sigue la vida del oficial del ejército indio, mayor Sandeep Unnikrishnan, desde su infancia hasta sus acciones heroicas durante los ataques de Mumbai en 2008.",,2022-06-03,te,"Acción, Historia, Drama",149,0,0,"['Adivi Sesh', 'Saiee Manjrekar', 'Sobhita Dhulipala']",6.9,Sashi Kiran Tikka,"['hotel', 'operation', 'escape', 'wife', 'gun', 'war on terror', 'based on true story', 'attack', 'terrorism', 'parent', 'terrorist attack', 'military', '2000s', 'radical islam', 'terror attack']"
614939,Bros: Más que amigos,Bros,['United States of America'],Dos hombres con problemas para comprometerse intentan una relación.,Una comedia romántica que te hará disfrutar.,2022-09-30,en,"Comedia, Romance",115,22000000,14800000,"['Billy Eichner', 'Luke Macfarlane', 'Guy Branum']",6.701,Nicholas Stoller,"['chocolate', 'screenwriter', 'museum', 'romcom', 'lgbt', 'emotional vulnerability', 'gay pride', 'pride parade', 'investment banker', 'gay romance', 'emotional breakdown', 'gay theme', 'gay relationship']"
803736,ஹே! சினாமிகா,ஹே! சினாமிகா,['India'],,,2022-03-03,ta,"Drama, Romance",149,0,0,"['Dulquer Salmaan', 'Aditi Rao Hydari', 'Kajal Agarwal']",5.6,Brinda,"['romance', 'scientist', 'relationship drama']"
896485,Sobredosis,Overdose,['France'],"Sara, jefa de la brigada de narcóticos de la policía de Toulouse, se ve obligada a colaborar con Richard, el jefe de la policía criminal local, para detener una lancha que se desplaza a gran velocidad entre España y Francia y encontrar al asesino relacionado con el caso.",,2022-11-04,fr,Acción,119,0,0,"['Sofia Essaïdi', 'Assaad Bouab', 'Alberto Ammann']",6.579,Olivier Marchal,[]
606402,Yaksha: Ruthless Operations,야차,"['South Korea', 'Taiwan']","Apodado en honor a un espíritu devorador de humanos, el despiadado líder de un equipo de operaciones encubiertas en el extranjero emprende una peligrosa misión en una ciudad plagada de espías.",,2022-04-08,ko,"Acción, Crimen, Suspense",125,0,0,"['Sul Kyung-gu', 'Park Hae-soo', 'Hiroyuki Ikeuchi']",6.6,Na Hyun,"['mission', 'espionage', 'spy', 'intelligence', 'secret agent', 'organized crime', 'prosecutor', 'national intelligence service (nis)', 'shenyang, china']"
805327,Mis dos vidas,Look Both Ways,['United States of America'],La vida de Natalie se divide en dos realidades paralelas tras hacerse una prueba de embarazo la noche de su fiesta de graduación. ¿Qué le depararán la vida y el amor?,,2022-08-16,en,"Romance, Drama, Comedia",110,0,0,"['Lili Reinhart', 'Danny Ramirez', 'David Corenswet']",6.9,Wanuri Kahiu,"['texas', 'graduation', 'romcom', 'parallel lives', 'dramedy', 'pregnancy test']"
679018,La camiseta,जर्सी,['India'],"Años después de dejar el deporte, un abatido pero talentoso bateador busca entrar al equipo nacional de críquet, con la esperanza de cumplir el deseo de su hijo.",Nunca es tarde para soñar.,2022-04-22,hi,Drama,175,0,0,"['Shahid Kapoor', 'Mrunal Thakur', 'Pankaj Kapur']",7.1,Gowtam Tinnanuri,"['sports', 'cricket', 'remake', 'based on movie', 'father son relationship']"
928358,Grand Jeté,Grand Jeté,['Germany'],,,2022-09-20,de,Drama,105,0,0,"['Sarah Grether', 'Emil von Schönfels', 'Susanne Bredehöft']",5.2,Isabelle Stever,"['dance', 'dancer', 'mother role', 'ballet dancer', 'incest', 'boundary violations', 'ballerina', 'mother son relationship', 'grandmother grandson relationship', 'mother and son', 'mother son incest', 'mother son sex']"
615469,Spiderhead,Spiderhead,['United States of America'],"En un futuro próximo, se ofrece a presidiarios la oportunidad de someterse a experimentos médicos para acortar su sentencia. Uno de los sujetos, inyectado con una droga que genera sentimientos de amor, empieza a cuestionar sus emociones.",¿Hasta dónde llegarías para corregir la naturaleza humana?,2022-06-17,en,"Ciencia ficción, Suspense",106,0,0,"['Chris Hemsworth', 'Miles Teller', 'Jurnee Smollett']",5.792,Joseph Kosinski,"['dystopia', 'psychological stress', 'prison escape', 'psychological thriller', 'inmate', 'based on short story', 'psychotronic', 'drug testing']"
876797,Los últimos 10 años,余命10年,['Japan'],Mari es una joven con una enfermedad incurable a la que aún le quedan 10 años de vida. Entonces decide vivir a plenitud y nunca enamorarse.,,2022-03-04,ja,"Drama, Romance",124,0,22500000,"['Nana Komatsu', 'Kentaro Sakaguchi', 'Yuki Yamada']",6.9,Michihito Fujii,"['based on novel or book', 'based on true story', 'incurable disease', 'love story']"
773975,Final de trayecto,End of the Road,['United States of America'],"Brenda acaba de enviudar y, tras perder su trabajo, se traslada con su familia a la otra punta del país para empezar una nueva vida. En el desierto de Nuevo México, privados de toda ayuda, deben aprender a defenderse cuando se convierten en el objetivo de un misterioso asesino.",,2022-09-09,en,"Drama, Suspense",89,0,0,"['Queen Latifah', 'Ludacris', 'Mychala Lee']",6.0,Millicent Shelton,"['drug dealer', 'sheriff', 'widow', 'uncle', 'road trip', 'tucson, arizona', 'racism', 'los angeles, california', 'single mother', 'child kidnapping', 'woman director', 'motel room', 'moving', 'memories', 'neo-nazis', 'older sister younger brother', 'danger', 'old west town']"
869626,"Marcel, la concha con zapatos",Marcel the Shell with Shoes On,['United States of America'],"Marcel es un adorable caparazón de una pulgada de alto que se gana la vida con su abuela Connie y su mascota, Alan. Una vez que formaron parte de una comunidad en expansión de caparazones, ahora viven solos como los únicos sobrevivientes de una misteriosa tragedia. Pero cuando un realizador de documentales los descubre entre el desorden de su Airbnb, el cortometraje que publica en línea trae a Marcel millones de fanáticos apasionados, así como peligros sin precedentes y una nueva esperanza de encontrar a su familia perdida hace mucho tiempo.",,2022-06-24,en,"Animación, Comedia, Drama, Familia",90,6000000,6909209,"['Jenny Slate', 'Dean Fleischer Camp', 'Isabella Rossellini']",7.678,Dean Fleischer Camp,"['journalist', 'mockumentary', 'stop motion', 'family', 'fake documentary', 'viral video', 'shell', ""children's story"", 'kids', 'airbnb', 'stop frame', 'grandmother grandson relationship', 'based on short']"
566466,Yuru Camp△ Movie,映画 ゆるキャン△,['Japan'],El evento Yuru Camp △ Secret Society Blanket Enrollment Briefing anunció una película de anime de la serie.,,2022-07-01,ja,"Animación, Comedia",121,0,7283918,"['Yumiri Hanamori', 'Nao Toyama', 'Sayuri Hara']",7.6,Yoshiaki Kyougoku,"['camping', 'slice of life', 'hobby', 'school', 'camp', 'based on manga', 'ecology', 'educational', 'journey', 'anime']"
877957,Hogar a la deriva,雨を告げる漂流団地,['Japan'],"Un día de verano, Kosuke y sus amigos deciden explorar un edificio que será demolido. Pero la aventura resulta ser más extraña de lo que pensaban: mágicamente, aparecen en medio del océano.",,2022-09-09,ja,"Animación, Fantasía, Aventura",120,0,0,"['Mutsumi Tamura', 'Asami Seto', 'Ayumu Murase']",7.4,Hiroyasu Ishida,"['friendship', 'supernatural', 'slice of life', 'anime']"
948276,La bala perdida 2,Balle perdue 2,"['Belgium', 'France']","Tras la muerte de Charras, Lino y Julia toman el relevo y forman la nueva unidad de estupefacientes. Decidido a encontrar a los asesinos de su hermano y de su mentor, Lino continúa su cacería y no deja que nadie se interponga en su camino.",,2022-11-10,fr,"Acción, Crimen, Suspense",98,0,0,"['Alban Lenoir', 'Stéfi Celma', 'Pascale Arbillot']",6.543,Guillaume Pierret,"['corruption', 'sequel']"
799177,भेड़िया,भेड़िया,['India'],,,2022-11-25,hi,"Terror, Comedia",156,7100000,11000000,"['Varun Dhawan', 'Kriti Sanon', 'Abhishek Banerjee']",6.8,Amar Kaushik,"['werewolf', 'monster movie', 'creature comedy']"
676547,Reza por el diablo,Prey for the Devil,['United States of America'],"Una joven monja, la hermana Ann (Jacqueline Byers), se prepara para un exorcismo y se enfrenta a una fuerza demoniaca que está misteriosamente relacionada con su pasado.",Quiere entrar.,2022-10-23,en,"Terror, Suspense",93,0,37655699,"['Jacqueline Byers', 'Colin Salmon', 'Christian Navarro']",6.9,Daniel Stamm,"['nun', 'exorcism', 'roman catholic church', 'demonic possession']"
780609,Men,Men,"['United Kingdom', 'United States of America']","Tras sufrir una tragedia personal, Harper se retira sola a la hermosa campiña inglesa con la esperanza de encontrar un lugar para cerrar sus heridas. Pero alguien o algo de os bosques que la rodean parece estar acechándola. Lo que comienza como un temor latente se convierte en una auténtica pesadilla, habitada por sus recuerdos y miedos más oscuros.",Lo que te persigue te encontrará.,2022-05-20,en,"Terror, Suspense, Fantasía",100,6500000,11152071,"['Jessie Buckley', 'Rory Kinnear', 'Paapa Essiedu']",6.098,Alex Garland,"['countryside', 'vacation', 'woods', 'flashback', 'church', 'police officer', 'apple tree', 'grieving', 'intruder', 'body horror', 'pub', 'loss of husband', 'house rental']"
606403,Entrega urgente,특송,['South Korea'],"""Entrego todo lo que el servicio postal me encarga"". Eun-ha, es una empleada normal de la chatarrería, trabaja en secreto como empleada de reparto que se ocupa de solicitudes de entrega inusuales.",,2022-01-12,ko,"Acción, Crimen",109,0,0,"['Park So-dam', 'Kim Eui-sung', 'Song Sae-byuk']",7.0,Park Dae-min,[]
831946,Interceptor,Interceptor,"['Australia', 'United States of America']",Una teniente del ejército usa sus años de entrenamiento táctico para salvar a la humanidad de dieciséis misiles nucleares lanzados contra los EE. UU. mientras un violento ataque coordinado amenaza simultáneamente su estación remota de interceptores de misiles.,La última defensa del mundo.,2022-05-26,en,"Acción, Suspense, Aventura",96,0,0,"['Elsa Pataky', 'Luke Bracey', 'Aaron Glenane']",6.058,Matthew Reilly,['terrorism']
335795,Monster High: La película,Monster High: The Movie,"['Canada', 'United States of America']","Clawdeen empieza el instituto en Monster High, donde descubre un plan perverso que no solo destruiría su intituto, sino que también revelaría su identidad mitad humana, mitad mujer loba.",,2022-10-06,en,"Familia, Fantasía, Comedia, Aventura",96,1000000,0,"['Miia Harris', 'Ceci Balagot', 'Nayah Damasen']",6.823,Todd Holland,"['high school', 'monster', 'musical', 'wolfman', 'teen movie', 'based on toy', 'werewolf', 'jekyll and hyde', 'teenage heroine', 'frankenstein', 'dracula', 'independent film']"
760517,Amarrados al amor,모럴센스,['South Korea'],Una mujer y su compañero de trabajo desarrollan un vínculo atrevido y romántico cuando ella descubre su secreto por accidente. Basada en un webcómic.,¿Me dominarás?,2022-02-11,ko,"Romance, Comedia",117,0,0,"['Seohyun', 'Lee Jun-young', 'Lee El']",6.8,Park Hyun-jin,"['based on comic', 'bdsm', 'intimacy', 'based on webcomic or webtoon']"
751741,Noche en el museo: El retorno de Kahmunrah,Night at the Museum: Kahmunrah Rises Again,['United States of America'],"El trabajo de verano de Nick Daley como vigilante nocturno del Museo de Historia Natural supone todo un reto para un estudiante de instituto. Afortunadamente, está siguiendo los pasos de su padre y está familiarizado con la antigua tabla que lo dota todo de vida cuando se pone el sol. Nick se alegra de ver a sus viejos amigos, entre los que se incluyen Teddy, Sacagawea y Rex. Pero cuando el malvado Kahmunrah escapa con un plan para abrir el inframundo egipcio y liberar a su Ejército de los Muertos, será Nick el que tenga que detener al demente gobernador y salvar el museo de una vez por todas.",Mismo turno. Noche diferente.,2022-12-08,en,"Animación, Comedia, Familia, Fantasía",80,0,0,"['Joshua Bassett', 'Thomas Lennon', 'Joseph Kamal']",6.4,Matt Danner,"['magic', 'museum', 'mummy', 'sequel', 'school']"
683340,Venganza,Vengeance,['United States of America'],"Ben Manalowitz, periodista y presentador de podcasts, viaja desde la ciudad de Nueva York hasta el oeste de Texas para investigar la muerte de una chica con la que estaba saliendo.",Encuentra la noticia antes de que ella te encuentre a ti.,2022-07-29,en,"Comedia, Misterio, Suspense",107,0,4225720,"['B.J. Novak', 'Boyd Holbrook', 'J. Smith-Cameron']",6.593,B.J. Novak,"['drug crime', 'texas', 'podcaster', 'mysterious death', 'podcast']"
862965,Emily la estafadora,Emily the Criminal,['United States of America'],"Emily, que tiene una deuda estudiantil y está excluida del mercado laboral debido a antecedentes penales menores, se ve involucrada en una estafa con tarjeta de crédito que la lleva al inframundo criminal de Los Ángeles, lo que finalmente la lleva a consecuencias mortales.",,2022-08-12,en,"Crimen, Drama, Suspense",97,2000000,2157673,"['Aubrey Plaza', 'Theo Rossi', 'Megalyn Echikunwoke']",6.669,John Patton Ford,"['job interview', 'organized crime', 'los angeles, california', 'criminal underworld', 'credit card fraud', 'criminal record', 'food delivery', 'student debt']"
799876,El sastre de la mafia,The Outfit,"['United Kingdom', 'United States of America']","Leonard, es un sastre inglés que confeccionaba trajes en la mundialmente famosa Savile Row de Londres. Después de una tragedia personal termina en Chicago, trabajando en una pequeña sastrería en una zona difícil de la ciudad donde hace ropa elegante para las únicas personas a su alrededor que pueden pagarla: una familia de gángsters.‎",Todos guardan algo bajo la manga,2022-02-25,en,"Crimen, Drama, Suspense, Misterio",106,5000000,4000000,"['Mark Rylance', 'Zoey Deutch', 'Johnny Flynn']",7.1,Graham Moore,"['chicago, illinois', 'murder', 'mobster', 'organized crime', 'psychological thriller', 'killer', 'double cross', 'tailor', 'one night', 'mysterious', '1950s', 'single-set', 'gangsters', 'suspenseful', 'intense']"
862551,Tiempo para mí,Me Time,['United States of America'],Un padre encuentra tiempo para sí mismo por primera vez en años mientras su esposa e hijos están fuera. Vuelve a conectar con un amigo para pasar un fin de semana salvaje.,Esto no es lo que tenía en mente.,2022-08-26,en,Comedia,105,0,0,"['Kevin Hart', 'Mark Wahlberg', 'Regina Hall']",5.9,John Hamburg,"['stay-at-home dad', 'buddy comedy']"
814757,El imperio de la luz,Empire of Light,"['United Kingdom', 'United States of America']","Una historia de amor ambientada en y alrededor de un antiguo cine, en la costa sur de Inglaterra en la década de 1980.",,2022-12-09,en,"Drama, Romance",115,13500000,11395604,"['Olivia Colman', 'Micheal Ward', 'Toby Jones']",6.6,Sam Mendes,"['england', 'love', 'interracial relationship', 'racism', 'mental illness', 'projectionist', 'seaside town', '1980s', 'lost soul', 'race relations', 'movie theater']"
766475,Mira cómo corren,See How They Run,"['United Kingdom', 'United States of America']","Un desesperado productor de cine de Hollywood se propone convertir en película una popular obra de teatro. Cuando miembros de la producción son asesinados, el cansado inspector Stoppard y la agente novata Stalker se encontrarán en medio de una intrigante novela policíaca.",El mayor asesinato jamás escenificado.,2022-09-09,en,"Misterio, Comedia, Crimen",98,40000000,21921551,"['Sam Rockwell', 'Saoirse Ronan', 'Adrien Brody']",6.367,Tom George,"['london, england', 'investigation', 'theater play', 'murder', 'whodunit', 'murder mystery', '1950s']"
929170,Sociedad de Honor,Honor Society,"['United States of America', 'Canada']","El único objetivo de Honor es entrar en Harvard. Dispuesta a hacer lo que sea necesario, Honor traza un plan para derrotar a sus tres principales competidores, hasta que las cosas dan un giro cuando inesperadamente se enamora de su mayor competidor, Michael.",Llegar a la cima significa derrotar a la competencia.,2022-07-23,en,Comedia,97,20000000,0,"['Angourie Rice', 'Gaten Matarazzo', 'Christopher Mintz-Plasse']",7.522,Oran Zegman,"['high school', 'scholarship', 'harvard university', 'manipulation', 'nerd', 'college', 'coming of age', 'breaking the fourth wall', 'teen movie', 'school play', 'lgbt teen', 'overachiever', 'teachers and students', 'academia', 'grooming', 'popular girl', 'romantic rival', 'relationships', 'top college rivals', 'rivals to lovers', 'academic', 'teenager', 'student threatens teacher']"
842942,El atracador perfecto,Bandit,"['Canada', 'United States of America']","Basada en la historia real de Gilbert Galvan, un carismático y atrevido ladrón que fue conocido por sus más de 63 atracos a bancos y joyerías. Gilbert (Josh Duhamel), un expresidiario fugado de Estados Unidos bajo el alias Robert Whiteman, se enamora en Canadá de una mujer a la que no puede mantener, por lo que decide empezar a cometer a atracos. A medida que se vuelve adicto a la adrenalina, la peligrosidad de sus robos aumenta, especialmente cuando se alía con Tommy Key (Mel Gibson), un famoso gangster que le convencerá para cometer los mayores atracos de la historia. La creciente notoriedad de los robos llama la atención del Detective Syndes, lo que dará pie a un juego del gato y el ratón en el que intentarán burlarse entre sí en una vibrante persecución.",Hizo el atraco perfecto 59 veces.,2022-09-23,en,"Crimen, Drama, Suspense",126,0,0,"['Josh Duhamel', 'Elisha Cuthbert', 'Mel Gibson']",6.245,Allan Ungar,"['canada', 'detective', 'pregnancy', 'bank robber', 'based on true story', 'strip club', 'disguise', 'blunt', 'jewel heist', 'vancouver', 'escaped prisoner', 'ottawa, canada', 'complex', 'prison escapee', 'childbirth', 'pembroke, canada', 'london, canada', 'critical', 'egotistical', 'ambivalent', 'apologetic', 'baffled', 'bewildered', 'bold', 'callous', 'complicated', 'exhilarated', 'familiar', 'forceful']"
931405,"Corre, Tiger, corre",小虎墩大英雄,['China'],"Los padres de Tiger Tun, un niño de 11 años, han estado desaparecidos durante mucho tiempo. Así que Tiger comienza su misión para intentar encontrarlos. En compañía del legendario, aunque ahora desaliñado, maestro Yang, Tiger se embarca en un emocionante viaje de crecimiento y aventuras a través de un peligroso valle.",,2022-02-01,zh,"Animación, Aventura, Comedia, Acción, Familia",90,0,0,"['Nianci Shen', 'Liang Dawei', 'Liang Zou']",5.9,Stanley Tsang,"['journey', 'child protagonist', '3d animation', 'donghua']"
1028703,The OctoGames,The OctoGames,['United States of America'],"8 concursantes compiten en 8 juegos infantiles clásicos y mortales. Buscan la fama más allá de sus sueños más salvajes, compitiendo por la oportunidad de apoderarse del canal de YouTube del famoso pero escurridizo YouTuber enmascarado conocido solo como ""JaxPro"".",,2022-10-07,en,"Suspense, Acción, Terror",88,0,0,"['Lacy Hartselle', 'Cale Adcock', 'Luv Patel']",5.4,Aaron Mirtes,"['遊戲', '挑戰極限', '組團打怪']"
653221,ഹൃദയം,ഹൃദയം,['India'],,,2022-01-21,ml,"Romance, Drama",172,0,0,"['Pranav Mohanlal', 'Darshana Rajendran', 'Kalyani Priyadarshan']",6.9,Vineeth Sreenivasan,[]
656663,Jackass Forever,Jackass Forever,['United States of America'],"El equipo de Jackass ha vuelto para su cruzada final. Johnny Knoxville, Steve-O y el resto de la pandilla regresan para otra ronda de divertidas, salvajemente absurdas y a menudo, peligrosos retos.",Algunas personas nunca aprenden.,2022-02-01,en,"Comedia, Documental, Acción",96,10000000,80340218,"['Johnny Knoxville', 'Steve-O', 'Chris Pontius']",6.817,Jeff Tremaine,"['stunt', 'aggressive', 'humorous show', 'pathetic', 'reality show', 'absurdist humor', 'california, surf', 'absurd', 'disapproving']"
982752,Pesadilla americana,American Carnage,['United States of America'],"Después de que un gobernador emita una orden ejecutiva para arrestar a los hijos de inmigrantes indocumentados, a los jóvenes detenidos se les ofrece la oportunidad de que se les retiren los cargos ofreciéndose como voluntarios para cuidar a los ancianos. Sin embargo, una vez dentro del centro de cuidado de ancianos, descubren más secretos retorcidos de los que podrían haber imaginado.",Nadie escapa a la rutina diaria.,2022-07-15,en,"Misterio, Suspense, Comedia, Terror",101,0,116699,"['Jorge Lendeborg Jr.', 'Jenna Ortega', 'Allen Maldonado']",5.915,Diego Hallivis,"['sentence', 'illegal immigration', 'aging', 'senior citizen', 'retirement community', 'old-age home', 'human experiment', 'old age']"
844398,El engaño,Shattered,"['Germany', 'Switzerland', 'United States of America']","Chris se acaba de divorciar y vive en Montana, en una mansión en la montaña. Conoce a la imponente Sky en un centro comercial de la zona y sienten una gran conexión. No obstante, Chris empieza a sospechar que algo no va bien cuando la compañera de piso de Sky aparece muerta. La verdad no tarda en salir a la luz: Sky es una estafadora que le ha tendido una trampa. Lo tenía todo pensado, incluso su encuentro 'fortuito' en el centro comercial. Chris se queda atrapado dentro su casa y cuando su exmujer Jamie y su hija Willow le visitan, acaban siendo víctimas del mismo engaño. Los tres tendrán que poner a trabajar su ingenio si quieren salir con vida de la mansión.",Ella lo amará hasta la muerte.,2022-01-14,en,"Suspense, Terror, Crimen, Misterio",92,0,0,"['Cameron Monaghan', 'Lilly Krug', 'Frank Grillo']",5.7,Luis Prieto,"['divorcee', 'psicose', 'relacionamentos']"
842934,Poker Face,Poker Face,['United States of America'],"El multimillonario jugador de póquer Jake Foley (Russell Crowe) les brinda a sus mejores amigos la oportunidad de ganar más dinero del que jamás hayan soñado, en una noche que nunca olvidarán. Pero para jugar, tendrán que revelar algunos de sus secretos más oscuros, y a medida que avance la noche, descubrirán el motivo real por el que participan...",Todo el mundo tiene un límite.,2022-11-16,en,"Suspense, Crimen",94,0,0,"['Russell Crowe', 'Liam Hemsworth', 'RZA']",5.538,Russell Crowe,[]
724665,"Confiesa, Fletch","Confess, Fletch",['United States of America'],El pícaramente encantador e interminablemente problemático Fletch se convierte en el principal sospechoso en un caso de asesinato mientras busca una colección de arte robada. ¿La única manera de probar su inocencia? Descubra cuál de la larga lista de sospechosos es el culpable: desde el excéntrico comerciante de arte y un playboy desaparecido hasta un vecino loco y la novia italiana de Fletch.,,2022-09-16,en,"Comedia, Misterio, Crimen",99,20000000,500000,"['Jon Hamm', 'Lorenza Izzo', 'Kyle MacLachlan']",6.227,Greg Mottola,"['based on novel or book', 'art theft', 'stolen painting', 'reboot', 'mischievous', 'playful', 'irreverent', 'casual', 'reminiscent', 'witty', 'enthusiastic', 'sardonic', 'vibrant', 'wry']"
975575,小藍,小藍,['Taiwan'],,,2022-11-04,zh,Drama,96,0,0,"['Wang Yu-xuan', 'Helena Hsu', 'Ye Ting Qi']",5.1,Lee Yi Fang,"['high school', 'self-discovery', 'sex', 'teenage']"
