id,title,original_title,production_countries,overview,tagline,release_date,original_language,genres,runtime,budget,revenue,cast,vote_average,director,keywords
567609,Noche de bodas,Ready or Not,['United States of America'],"Durante la noche de su boda, una mujer recibe la invitación por parte de la rica y excéntrica familia de su marido para participar en una tradición ancestral que se convierte en un juego letal de supervivencia.",Comienza el juego.,2019-08-21,en,"Terror, Comedia",95,6000000,57600000,"['Samara Weaving', 'Adam Brody', ""Mark O'Brien""]",7.0,Tyler Gillett,"['escape', 'ritual', 'marriage', 'satanism', 'gore', 'pact with the devil', 'wealth', 'murder', 'wedding', 'game', 'exploding body', 'wedding dress', 'satanic cult', 'death game', 'absurd', 'frightened', 'horrified']"
299534,Vengadores: Endgame,Avengers: Endgame,['United States of America'],"Después de los eventos devastadores de 'Vengadores: Infinity War', el universo está en ruinas debido a las acciones de Thanos. Con la ayuda de los aliados que quedaron, los Vengadores deberán reunirse una vez más para intentar deshacer sus acciones y restaurar el orden en el universo de una vez por todas, sin importar cuáles sean las consecuencias... Cuarta y última entrega de la saga ""Vengadores"".",Nada puede prepararte para el final.,2019-04-24,en,"Aventura, Ciencia ficción, Acción",181,356000000,2799439100,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo']",8.2,Anthony Russo,"['superhero', 'time travel', 'space travel', 'time machine', 'based on comic', 'sequel', 'alien invasion', 'superhero team', 'marvel cinematic universe (mcu)', 'alternate timeline', 'father daughter relationship', 'sister sister relationship', 'awestruck', 'excited', 'powerful', 'vibrant']"
299537,Capitana Marvel,Captain Marvel,['United States of America'],"La historia sigue a Carol Danvers mientras se convierte en uno de los héroes más poderosos del universo, cuando la Tierra se encuentra atrapada en medio de una guerra galáctica entre dos razas alienígenas. Situada en los años 90, 'Capitana Marvel' es una historia nueva de un período de tiempo nunca antes visto en la historia del Universo Cinematográfico de Marvel.",Más alto. Más lejos. Más rápido.,2019-03-06,en,"Acción, Aventura, Ciencia ficción",125,152000000,1131416446,"['Brie Larson', 'Samuel L. Jackson', 'Ben Mendelsohn']",6.8,Ryan Fleck,"['superhero', 'based on comic', 'alien invasion', 'super power', 'female hero', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'woman director', '1990s', 'alien technology', 'introspective', 'complicated']"
320288,X-Men: Fénix oscura,Dark Phoenix,['United States of America'],"Los X-Men se enfrentan a su enemigo más poderoso: uno de sus miembros, Jean Grey. Durante una misión de rescate en el espacio, Jean casi muere al ser alcanzada por una misteriosa fuerza cósmica. Cuando regresa a casa, esa radiación la ha hecho más poderosa, pero mucho más inestable. Mientras lucha con la entidad que habita en su interior, Jean desata sus poderes de formas que no puede controlar ni comprender. Jean cae en una espiral fuera de control haciendo daño a aquellos que más ama y empieza a destruir los lazos que mantienen unidos a los X-Men.",Ella resurgirá.,2019-06-05,en,"Ciencia ficción, Acción, Aventura",116,200000000,252442974,"['Sophie Turner', 'James McAvoy', 'Nicholas Hoult']",6.0,Simon Kinberg,"['superhero', 'mutant', 'telekinesis', 'based on comic', 'superhero team', '1990s', 'cosmic']"
515001,Jojo Rabbit,Jojo Rabbit,"['New Zealand', 'United States of America']","Jojo Rabbit es un niño viviendo en plena 2ª Guerra Mundial. Su única vía de escape es su amigo imaginario, una versión de Hitler étnicamente incorrecta que incita los ciegos ideales patrióticos del niño. Todo esto cambia cuando descubre que su madre Rosie está escondiendo a una joven judía en su ático.",Una sátira contra el odio.,2019-10-18,en,"Comedia, Bélica, Drama",108,14000000,82468705,"['Roman Griffin Davis', 'Thomasin McKenzie', 'Scarlett Johansson']",8.0,Taika Waititi,"['based on novel or book', 'world war ii', 'jew persecution', 'affectation', 'satire', 'imaginary friend', 'hitler youth', 'single mother', 'nazism', '1940s', 'satirical', 'child protagonist', 'adolf hitler', 'children in wartime', 'lighthearted']"
537915,After: Aquí empieza todo,After,['United States of America'],"La joven Tessa Young cursa su primer año en la universidad. Acostumbrada a una vida estable y ordenada, su mundo cambia cuando conoce a Hardin Scott, un misterioso joven de oscuro pasado. Desde el primer momento se odian, porque pertenecen a dos mundos distintos y son completamente opuestos. Sin embargo, estos dos polos opuestos pronto se unirán y nada volverá a ser igual. Tessa y Hardin deberán enfrentarse a difíciles pruebas para estar juntos. La inocencia, el despertar a la vida, el descubrimiento sexual y las huellas de un amor tan poderoso como la fuerza del destino.","Después de la primera vez, nada es igual",2019-04-11,en,"Romance, Drama",106,14000000,69497587,"['Josephine Langford', 'Hero Fiennes Tiffin', 'Shane Paul McGhie']",7.1,Jenny Gage,"['based on novel or book', 'love', 'teenage crush', 'teenage romance', 'bad boy', 'depressing', 'cliché']"
496243,Parásitos,기생충,['South Korea'],"Tanto Gi Taek (Song Kang-ho) como su familia están sin trabajo. Cuando su hijo mayor, Gi Woo (Choi Woo-sik), empieza a dar clases particulares en casa de Park (Lee Seon-gyun), las dos familias, que tienen mucho en común pese a pertenecer a dos mundos totalmente distintos, comienzan una interrelación de resultados imprevisibles.",Descubre al impostor.,2019-05-30,ko,"Comedia, Suspense, Drama",132,11363000,257591776,"['Song Kang-ho', 'Lee Sun-kyun', 'Cho Yeo-jeong']",8.499,Bong Joon Ho,"['dark comedy', 'private lessons', 'birthday party', 'con artist', 'working class', 'psychological thriller', 'class differences', 'housekeeper', 'tutor', 'family', 'crime family', 'psychotic', 'criterion', 'unemployed', 'shocking', 'aggressive', 'wealthy family', 'south korea', 'seoul, south korea']"
166428,Cómo entrenar a tu dragón 3,How to Train Your Dragon: The Hidden World,['United States of America'],"Lo que comenzó como la inesperada amistad entre un joven vikingo y un temible dragón, Furia Nocturna,  se ha convertido en una épica trilogía que ha recorrido sus vidas. En esta nueva entrega, Hipo y Desdentao descubrirán finalmente su verdadero destino: para uno, gobernar Isla Mema junto a Astrid; para el otro, ser el líder de su especie. Pero, por el camino, deberán poner a prueba los lazos que los unen, plantando cara a la mayor amenaza que jamás haya afrontado... y a la aparición de una Furia Nocturna hembra.",Una amistad eterna.,2019-01-03,en,"Animación, Familia, Aventura",110,129000000,524580592,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham']",7.749,Dean DeBlois,"['based on novel or book', 'flying', 'villain', 'vikings (norsemen)', 'sequel', 'overpopulation', 'dragon', 'love interest', ""based on children's book""]"
458156,John Wick: Capítulo 3 - Parabellum,John Wick: Chapter 3 - Parabellum,['United States of America'],"John Wick (Keanu Reeves) regresa a la acción, solo que esta vez con una recompensa de 14 millones de dólares sobre su cabeza y con un ejército de mercenarios intentando darle caza. Tras asesinar a uno de los miembros del gremio de asesinos al que pertenecía, Wick es expulsado de la organización, pasando a convertirse en el centro de atención de multitud de asesinos a sueldo que esperan detrás de cada esquina para tratar de deshacerse de él.",El período de gracia ha terminado.,2019-05-15,en,"Acción, Suspense, Crimen",131,55000000,326709727,"['Keanu Reeves', 'Halle Berry', 'Ian McShane']",7.4,Chad Stahelski,"['new york city', 'martial arts', 'bratva (russian mafia)', 'casablanca, morocco', 'secret society', 'morocco', 'secret organization', 'black humor', 'sahara desert', 'sequel', 'organized crime', 'one man army', 'consequences', 'professional assassin', 'desperate', 'baba yaga', 'dog man friendship']"
384018,Fast & Furious: Hobbs & Shaw,Fast & Furious Presents: Hobbs & Shaw,['United States of America'],"Desde que Hobbs, agente del Servicio de Seguridad Diplomática de Estados Unidos, y el británico Shaw, proscrito sin ley, se enfrentaron por primera vez, solo han intercambiado bofetadas y malas palabras. Pero cuando las despiadadas acciones de Brixton, un anarquista cibergenéticamente mejorado, amenazan el futuro de la humanidad, ambos se unen para derrotarlo.",,2019-08-01,en,"Acción, Aventura, Comedia",137,200000000,760098996,"['Dwayne Johnson', 'Jason Statham', 'Idris Elba']",6.845,David Leitch,"['london, england', 'biological weapon', 'secret organization', 'family clan', 'spin off', 'family reunion', 'buddy comedy', 'samoa', 'aftercreditsstinger', 'duringcreditsstinger', 'buddy movie', 'mother son relationship', 'father daughter relationship', 'brother sister relationship']"
475557,Joker,Joker,"['Canada', 'United States of America']","Arthur Fleck es un hombre ignorado por la sociedad, cuya motivación en la vida es hacer reír. Pero una serie de trágicos acontecimientos le llevarán a ver el mundo de otra forma. Película basada en Joker, el popular personaje de DC Comics y archivillano de Batman, pero que en este film toma un cariz más realista y oscuro.",Alegra esa cara.,2019-10-01,en,"Crimen, Suspense, Drama",122,55000000,1078958629,"['Joaquin Phoenix', 'Robert De Niro', 'Zazie Beetz']",8.137,Todd Phillips,"['dreams', 'street gang', 'society', 'psychopath', 'clown', 'villain', 'based on comic', 'murder', 'psychological thriller', 'criminal mastermind', 'mental illness', 'anarchy', 'character study', 'clown makeup', 'subway train', 'social realism', 'supervillain', 'tv host', '1980s', 'mother son relationship', 'origin story', 'falling into madness', 'frightened', 'pretentious']"
181812,Star Wars: El ascenso de Skywalker,Star Wars: The Rise of Skywalker,['United States of America'],"Un año después de los eventos de ""Los últimos Jedi"", los restos de la Resistencia se enfrentarán una vez más a la Primera Orden, involucrando conflictos del pasado y del presente. Mientras tanto, el antiguo conflicto entre los Jedi y los Sith llegará a su clímax, lo que llevará a la saga de los Skywalker a un final definitivo. Final de la trilogía iniciada con ""El despertar de la Fuerza"".",La saga llega a su fin.,2019-12-18,en,"Aventura, Acción, Ciencia ficción",141,416000000,1074144248,"['Carrie Fisher', 'Mark Hamill', 'Daisy Ridley']",6.296,J.J. Abrams,['space opera']
429617,Spider-Man: Lejos de casa,Spider-Man: Far From Home,['United States of America'],"Peter Parker decide irse junto a Michelle Jones, Ned y el resto de sus amigos a pasar unas vacaciones a Europa después de los eventos ocurridos en Vengadores: EndGame. Sin embargo, el plan de Parker por dejar de lado sus superpoderes durante unas semanas se ven truncados cuándo es reclutado por Nick Fury para unirse a Mysterio (un humano que proviene de la Tierra 833, una dimensión del multiverso, que tuvo su primera aparición en Doctor Strange) para luchar contra los elementales (cuatro entes inmortales que vienen de la misma dimensión y que dominan los cuatro elementos de la naturaleza, el fuego, el agua, el aire y la tierra) . En ese momento, Parker vuelve a ponerse el traje de Spider-Man para cumplir con  su labor.",Es hora de pasar a la acción.,2019-06-28,en,"Acción, Aventura, Ciencia ficción",135,160000000,1131927996,"['Tom Holland', 'Jake Gyllenhaal', 'Samuel L. Jackson']",7.4,Jon Watts,"['venice, italy', 'superhero', 'school trip', 'europe', 'based on comic', 'sequel', 'destruction', 'aftercreditsstinger', 'duringcreditsstinger', 'marvel cinematic universe (mcu)', 'tower of london', 'hilarious']"
521029,Annabelle: Vuelve a casa,Annabelle Comes Home,['United States of America'],"Annabelle Vuelve a Casa es la tercera entrega de la saga ""Annabelle"" de New Line Cinema, protagonizada por la infame y siniestra muñeca del universo ""Expediente Warren"".  Los demonólogos Ed y Lorraine Warren están decididos a evitar que Annabelle cause más estragos, así que llevan a la muñeca poseída a la sala de objetos bajo llave que tienen en su casa. La colocan ""a salvo"" en una vitrina sagrada bendecida por un sacerdote. Pero una terrorífica noche nada santa, Annabelle despierta a los espíritus malignos de la habitación que se fijan un nuevo objetivo: la hija de diez años de los Warren, Judy, y sus amigas.",Poséelos a todos.,2019-06-26,en,Terror,106,27000000,231252591,"['Mckenna Grace', 'Madison Iseman', 'Katie Sarife']",6.4,Gary Dauberman,"['supernatural', 'babysitter', 'priest', 'doll', 'creepy doll', 'jump scare', 'possessed doll', 'supernatural power', 'the conjuring universe']"
546554,Puñales por la espalda,Knives Out,['United States of America'],"Cuando el renombrado novelista de misterio Harlan Thrombey es encontrado muerto en su mansión justo después de su 85 cumpleaños, el inquisitivo y cortés detective Benoit Blanc es misteriosamente reclutado para investigar. Se moverá entre una red de pistas falsas y mentiras interesadas para tratar de descubrir la verdad tras la prematura muerte del escritor.",Nada une más a una familia que un asesinato.,2019-11-27,en,"Comedia, Crimen, Misterio",130,40000000,312897920,"['Daniel Craig', 'Chris Evans', 'Ana de Armas']",7.842,Rian Johnson,"['immigrant', 'detective', 'massachusetts', 'investigation', 'big family', 'mansion', 'whodunit', 'family home', 'murder mystery', 'neo-noir', 'privilege', 'absurd']"
466272,Érase una vez en… Hollywood,Once Upon a Time... in Hollywood,"['China', 'United Kingdom', 'United States of America']","Los Angeles, 1969. La estrella de televisión Rick Dalton, un actor en horas bajas especializado en westerns, y el doble de acción Cliff Booth, su mejor amigo, tratan de sobrevivir a una industria cinematográfica en constante cambio. Dalton es vecino de la joven y prometedora actriz y modelo Sharon Tate, que acaba de casarse con el prestigioso director polaco Roman Polanski…","En esta ciudad, todo puede cambiar.",2019-07-24,en,"Comedia, Drama, Suspense",162,95000000,392105159,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie']",7.428,Quentin Tarantino,"['movie business', 'male friendship', 'cult', 'based on true story', 'celebrity', 'fame', 'hollywood', 'los angeles, california', 'historical fiction', 'buddy', 'filmmaking', 'struggling actor', 'satanic cult', 'revisionist history', 'duringcreditsstinger', 'western filmmaking', 'manson family murders', 'disturbed', '1960s', 'stunt double', 'old hollywood', 'sharon tate', 'charles manson', 'disgusted']"
512200,Jumanji: Siguiente nivel,Jumanji: The Next Level,['United States of America'],"En esta ocasión, los 'jugadores' vuelven al juego, pero sus personajes se han intercambiado entre sí, lo que ofrece un curioso plantel: los mismos héroes con distinta apariencia. Pero, ¿dónde está el resto de la gente? Los participantes sólo tienen una opción: jugar una vez más a esta peligrosa partida para descubrir qué es realmente lo que está sucediendo.",El siguiente nivel.,2019-12-04,en,"Aventura, Comedia, Fantasía",125,125000000,801693929,"['Dwayne Johnson', 'Kevin Hart', 'Jack Black']",6.893,Jake Kasdan,"['magic', 'animal attack', 'body-swap', 'adventurer', 'superhuman strength', 'duringcreditsstinger', 'kids', 'action hero', 'trapped in a game', 'jumanji universe']"
420818,El rey león,The Lion King,['United States of America'],"Simba es el hijo del rey de los leones, Mufasa, y heredero de todo el reino. Pero cuando su padre es brutalmente asesinado por su tío Scar, decidirá huir, dejando vía libre para que su tío tome el puesto de su padre como líder de la manada. En su camino, Simba se encuentra con el suricato  Timón y el jabalí Pumba, que le enseñarán a vivir la vida sin preocupaciones. Pero el joven león se verá obligado a decidir entre su vida libre de problemas o su destino como rey .",El Rey ha regresado.,2019-07-12,en,"Aventura, Drama, Familia, Animación",118,260000000,1662020819,"['Chiwetel Ejiofor', 'John Oliver', 'Donald Glover']",7.11,Jon Favreau,"['africa', 'lion', 'prince', 'redemption', 'musical', 'uncle', 'remake', 'grief', 'king', 'family', 'sidekick', 'live action and animation', 'father son relationship', 'live action remake']"
581528,"El Gángster, El Policía y El Diablo",악인전,['South Korea'],"Después de apenas sobrevivir a un ataque violento de un esquivo asesino en serie, el jefe del crimen Jang Dong-su se encuentra formando una asociación poco probable con el detective local Jung Tae-seok para atrapar al sádico asesino simplemente conocido como ""K"".",,2019-05-15,ko,"Crimen, Acción, Suspense",110,6500000,25775371,"['Don Lee', 'Kim Moo-yul', 'Kim Sung-kyu']",7.8,Lee Won-tae,"['police', 'gangster', 'based on true story', 'serial killer', 'gang', 'aggressive', 'tense']"
587727,가슴 큰 여자친구,가슴 큰 여자친구,['South Korea'],,,2019-03-08,ko,Romance,71,0,0,"['Yoo Jung', 'Kang Min-sik', 'Kim Wan- jin']",7.3,Junsei,"['softcore', 'erotic movie', 'kang min-sik']"
615453,Ne Zha,哪吒之魔童降世,['China'],"Nezha, nacido de una perla celestial con poderes únicos, pronto se encontrará exiliado, odiado y temido por la gente que cree en una profecía que indica que él traerá la destrucción del mundo. Llegará el momento en el que deberá decidir entre el bien y el mal con el propósito de romper los grilletes del destino y convertirse en un héroe. Película inspirada muy libremente en ""Fengshen Yanyi"" (""La Investidura de los Dioses""), una de las grandes novelas chinas escritas en la Dinastía Ming cuya autoría se atribuye a Xu Zhonglin o Lu Xixing.",,2019-07-26,zh,"Animación, Fantasía, Aventura",110,22000000,742718496,"['Lu Yanting', 'Joseph', 'Han Mo']",7.901,Yang Yu,"['magic', 'dragon', 'demon', 'based on myths, legends or folklore', '3d animation', 'nezha', 'donghua', 'amused']"
420818,El rey león,The Lion King,['United States of America'],"Simba es el hijo del rey de los leones, Mufasa, y heredero de todo el reino. Pero cuando su padre es brutalmente asesinado por su tío Scar, decidirá huir, dejando vía libre para que su tío tome el puesto de su padre como líder de la manada. En su camino, Simba se encuentra con el suricato  Timón y el jabalí Pumba, que le enseñarán a vivir la vida sin preocupaciones. Pero el joven león se verá obligado a decidir entre su vida libre de problemas o su destino como rey .",El Rey ha regresado.,2019-07-12,en,"Aventura, Drama, Familia, Animación",118,260000000,1662020819,"['Chiwetel Ejiofor', 'John Oliver', 'Donald Glover']",7.11,Jon Favreau,"['africa', 'lion', 'prince', 'redemption', 'musical', 'uncle', 'remake', 'grief', 'king', 'family', 'sidekick', 'live action and animation', 'father son relationship', 'live action remake']"
474350,It: Capítulo 2,It Chapter Two,['United States of America'],"Han pasado casi 30 años desde que el ""Club de los Perdedores"", formado por Bill, Beverly, Richie, Ben, Eddie, Mike y Stanley, se enfrentaran al macabro y despiadado Pennywise (Bill Skarsgård). En cuanto tuvieron oportunidad, abandonaron el pueblo de Derry, en el estado de Maine, que tantos problemas les había ocasionado. Sin embargo, ahora, siendo adultos, parece que no pueden escapar de su pasado. Todos deberán enfrentarse de nuevo al temible payaso para descubrir si de verdad están preparados para superar sus traumas de la infancia.",Sé testigo del fin de It.,2019-09-04,en,"Terror, Suspense",169,79000000,473123154,"['Bill Skarsgård', 'James McAvoy', 'Jessica Chastain']",6.836,Andy Muschietti,"['based on novel or book', 'clown', 'carnival', 'sequel', 'remake', 'maine', 'creature', 'fear', 'lgbt', 'ancient evil', 'loss of a friend']"
450465,Glass (Cristal),Glass,['United States of America'],"Cristal sigue los pasos de David Dunn en su búsqueda de la figura superhumana de La Bestia. En la sombra, Elijah Price parece emerger como una figura clave que conoce los secretos de ambos.",No puedes contener lo que eres.,2019-01-16,en,"Suspense, Drama, Ciencia ficción",129,20000000,246999039,"['James McAvoy', 'Bruce Willis', 'Samuel L. Jackson']",6.662,M. Night Shyamalan,"['philadelphia, pennsylvania', 'superhero', 'villain', 'sequel', 'psychiatric hospital', 'comic book shop', 'super power', 'mental illness', 'macabre', 'multiple personality', 'mysterious', 'dissociative identity disorder', 'surveillance specialist', 'ominous']"
587727,가슴 큰 여자친구,가슴 큰 여자친구,['South Korea'],,,2019-03-08,ko,Romance,71,0,0,"['Yoo Jung', 'Kang Min-sik', 'Kim Wan- jin']",7.3,Junsei,"['softcore', 'erotic movie', 'kang min-sik']"
412117,Mascotas 2,The Secret Life of Pets 2,['United States of America'],Los perros Duque y Max se acostumbran al nuevo miembro de la familia y a la vida en el campo mientras sus amigos sortean varias crisis en la ciudad.,Justo cuando pensabas que conocías todo sobre ellas...,2019-05-24,en,"Aventura, Animación, Comedia, Familia",95,80000000,429434163,"['Patton Oswalt', 'Kevin Hart', 'Eric Stonestreet']",6.956,Chris Renaud,"['new york city', 'friendship', 'villain', 'sequel', 'dog', 'talking animal', 'illumination']"
530385,Midsommar,Midsommar,"['Sweden', 'United States of America']","Una pareja estadounidense que no está pasando por su mejor momento acude con unos amigos a un festival de verano que se celebra cada noventa años en una aldea remota de Suecia. Lo que comienza como unas vacaciones de ensueño en un lugar en el que el sol no se pone nunca, poco a poco se convierte en una oscura pesadilla cuando los misteriosos aldeanos les invitan a participar en sus perturbadoras actividades festivas.",Que comiencen las festividades.,2019-07-03,en,"Terror, Drama, Misterio",148,9000000,48015416,"['Florence Pugh', 'Jack Reynor', 'William Jackson Harper']",7.154,Ari Aster,"['ritual', 'paranoia', 'sweden', 'cult', 'hallucinogenic drug', 'magic mushroom', 'anthropology', 'human sacrifice', 'paganism', 'death of family', 'boyfriend girlfriend relationship', 'midsummer', 'cultural conflict', 'bad trip', 'folk horror', 'toxic relationship', 'midnight sun', 'isolated community', 'summer festival', 'traumatized woman', 'cautionary', 'violence', 'suspenseful', 'ambiguous', 'foreboding', 'frightened', 'horrified', 'tragic']"
420817,Aladdín,Aladdin,['United States of America'],"Aladdin es un adorable pero desafortunado ladronzuelo enamorado de la hija del Sultán, la princesa Jasmine. Para intentar conquistarla, acepta el desafío de Jafar, que consiste en entrar a una cueva en mitad del desierto para dar con una lámpara mágica que le concederá todos sus deseos. Allí es donde Aladdín conocerá al Genio, dando inicio a una aventura como nunca antes había imaginado.",Elige con cuidado.,2019-05-22,en,"Aventura, Fantasía, Romance, Familia",128,183000000,1097831681,"['Will Smith', 'Mena Massoud', 'Naomi Scott']",7.1,Guy Ritchie,"['hero', 'hustler', 'palace', 'sultan', 'flying carpet', 'musical', 'rags to riches', 'romance', 'monkey', 'family', 'first love', 'based on myths, legends or folklore', 'genie', 'arabian nights', 'live action and animation', 'live action remake', 'hilarious', 'familiar']"
399579,Alita: Ángel de combate,Alita: Battle Angel,['United States of America'],"Ido, un compasivo médico de cíborgs, encuentra a Alita abandonada en el desguace de Iron City. Cuando Alita despierta, no sabe quién es, ni reconoce el mundo en el que se encuentra, todo es nuevo para ella. Ido intentará proteger a Alita de su misterioso pasado, mientras que su nuevo amigo Hugo le ayudará a despertar sus recuerdos. En ese momento, Alita descubre que posee habilidades de combate extraordinarias, que podría usar para salvar a su nueva familia y amigos. Decidida a encontrar la verdad tras sus orígenes, Alita comienza un viaje que le enfrentará a las injusticias de un mundo oscuro y corrupto, descubriendo que sólo ella puede cambiarlo.",Un ángel cae. Un guerrero nace.,2019-01-31,en,"Acción, Ciencia ficción, Aventura",122,170000000,405000000,"['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly']",7.241,Robert Rodriguez,"['martial arts', 'bounty hunter', 'dystopia', 'extreme sports', 'superhero', 'cyberpunk', 'based on manga', 'female cyborg', 'live action remake', 'floating city', 'gunnm', 'straightforward']"
423204,Objetivo: Washington D.C.,Angel Has Fallen,['United States of America'],"Después de un ataque traicionero, el agente del Servicio Secreto Mike Banning es acusado de intentar asesinar al Presidente Trumbull. Perseguido por sus propios colegas y por el FBI, Banning comienza una carrera contrarreloj para limpiar su nombre.",Ahora el objetivo es él,2019-08-21,en,"Acción, Suspense",122,40000000,146661977,"['Gerard Butler', 'Morgan Freeman', 'Jada Pinkett Smith']",6.6,Ric Roman Waugh,"['usa president', 'sequel', 'secret service', 'framed for a crime', 'terrorist plot', 'assassination attempt', 'survivalism', 'u.s. secret service agent', 'manhunt', 'father son relationship', 'intense', 'audacious', 'mean spirited']"
330457,Frozen 2,Frozen II,['United States of America'],"¿Por qué nació Elsa con poderes mágicos? La respuesta le está llamando y amenaza su reino. Junto con Anna, Kristoff, Olaf y Sven emprenderá un viaje peligroso e inolvidable. En 'Frozen: El Reino del Hielo', Elsa temía que sus poderes fueran demasiado para el mundo. En 'Frozen 2', deseará que sean suficientes.",Sé fuerte. Enfréntate a tus miedos.,2019-11-20,en,"Familia, Animación, Aventura, Comedia, Fantasía",103,150000000,1453683476,"['Idina Menzel', 'Kristen Bell', 'Josh Gad']",7.249,Jennifer Lee,"['princess', 'magic', 'kingdom', 'winter', 'queen', 'castle', 'musical', 'sequel', 'dam', 'spirit', 'aftercreditsstinger', 'frozen', 'personification', 'thoughtful', 'mother daughter relationship', 'compassionate']"
568160,El tiempo contigo,天気の子,['Japan'],"Tenki no Ko - En la actualidad, Tokio está experimentando lluvias que parecen interrumpir el ritmo habitual de todos los que viven allí sin fin. En medio de este aguacero aparentemente eterno llega la fugitiva estudiante de secundaria Hodaka Morishima, que lucha por mantenerse económicamente, terminando con un trabajo en una editorial de poca monta. Al mismo tiempo, la huérfana Hina Amano también se esfuerza por encontrar trabajo para mantenerse a sí misma y a su hermano menor.  Ambos destinos se entrelazan cuando Hodaka intenta rescatar a Hina de hombres sombríos, decidiendo huir juntos. Posteriormente, Hodaka descubre que Hina tiene un poder extraño pero sorprendente: la capacidad de llamar al sol cada vez que reza por él. Con el clima inusual de Tokio en mente, Hodaka ve el potencial de esta habilidad. Sugiere que Hina debería convertirse en una ""chica del sol"", alguien que despeje el cielo para las personas cuando más lo necesiten.",Una historia sobre el secreto de este mundo que solo ella y yo conocemos.,2019-06-19,ja,"Animación, Drama, Fantasía, Romance",120,0,186965409,"['Kotaro Daigo', 'Nana Mori', 'Tsubasa Honda']",7.996,Makoto Shinkai,"['japan', 'magic', 'climate change', 'rain', 'surrealism', 'weather', 'weather manipulation', 'romance', 'slice of life', 'tokyo, japan', 'orphan', 'summer', 'shrine', 'flood', 'japanese mythology', 'anime', 'time skip', 'supernatural power', 'comforting']"
359724,Le Mans '66,Ford v Ferrari,['United States of America'],Se centra en un excéntrico y decidido equipo americano de ingenieros y diseñadores liderados por el visionario automovilístico Carroll Shelby y su conductor británico Ken Miles. Henry Ford II y Lee Iacocca les dan la misión de construir desde cero un nuevo automóvil con el fin de derrocar el dominio de Ferrari en el Campeonato del Mundo de Le Mans de 1966.,Ellos llevaron el sueño americano a dar un paseo.,2019-11-13,en,"Drama, Acción, Historia",153,97600000,225508210,"['Matt Damon', 'Christian Bale', 'Jon Bernthal']",8.0,James Mangold,"['based on novel or book', 'car race', 'sports', 'car mechanic', 'biography', 'based on true story', 'le mans', 'racing', 'race car driver', 'aggressive', '1960s', 'powerful']"
625976,火口のふたり,火口のふたり,['Japan'],,,2019-08-23,ja,"Drama, Romance",115,0,0,"['Tasuku Emoto', 'Kumi Takiuchi', 'Akira Emoto']",6.5,Haruhiko Arai,['based on novel or book']
527641,A dos metros de ti,Five Feet Apart,['United States of America'],"Will y Stella son dos adolescentes que padecen fibrosis quística y están ingresados en el hospital para tratarse. Aunque ambos tratan de refugiarse en su propio mundo, de forma inevitable acaban enamorándose. La pareja deberá luchar para mantener viva su relación, con una única regla: separarse con una distancia de alrededor de dos metros para evitar que ambos se puedan contagiar. Sin embargo, la vida de ambos estará en peligro.","Cuando la vida te separa, lucha por cada centímetro.",2019-03-14,en,"Romance, Drama",125,7000000,92600000,"['Haley Lu Richardson', 'Cole Sprouse', 'Moisés Arias']",8.236,Justin Baldoni,"['forbidden love', 'terminal illness', 'hospital', 'best friend', 'falling in love', 'cystic fibrosis', 'star crossed lovers', 'first date', 'true love', 'teenager', 'dramatic', 'sentimental', 'romantic', 'melodramatic']"
638507,Cómo entrenar a tu dragón: Vuelta a casa,How to Train Your Dragon: Homecoming,['United States of America'],"Han pasado diez años desde que los dragones se mudaron al Mundo Oculto, y aunque Toothless ya no vive en New Berk, Hiccup continúa las tradiciones navideñas que una vez compartió con su mejor amigo. Pero los vikingos de New Berk comenzaban a olvidarse de su amistad con los dragones. Hiccup, Astrid y Gobber saben exactamente qué hacer para mantener a los dragones en los corazones de los aldeanos. Y al otro lado del mar, los dragones tienen un plan propio ...",,2019-12-03,en,"Animación, Fantasía, Aventura, Acción, Familia",22,0,0,"['Jay Baruchel', 'America Ferrera', 'Gerard Butler']",8.028,Tim Johnson,"['dragon', 'short film', 'adoring']"
399361,Triple frontera,Triple Frontier,['United States of America'],"Cinco amigos, todos ex veteranos militares y antiguos operativos de las Fuerzas Especiales, se reúnen para planificar un asalto a una zona fronteriza poco habitada en Sudamérica. El objetivo: robar a un poderoso narcotraficante. Por primera vez en sus prestigiosas carreras, estos héroes anónimos asumen una peligrosa misión en su propio beneficio y no en el de su país. Pero cuando la situación sufre un giro inesperado y amenaza con salirse de control, desencadenará una serie de consecuencias imprevistas.",No se puede ir tan lejos sin cruzar todas las líneas.,2019-03-06,en,"Acción, Suspense, Crimen, Aventura",125,0,0,"['Ben Affleck', 'Oscar Isaac', 'Charlie Hunnam']",6.3,J.C. Chandor,"['peru', 'cocaine', 'amazon rainforest', 'survival', 'drug cartel', 'drug lord', 'andes mountains', 'ex special forces', 'treasure heist']"
